px,py,nightlight,pop
105,1515,0.135,0.05011172
105,1516,0.0,0.040682744
105,1517,0.08625001,0.05607542
203,1525,0.19624999,0.023587298
204,1525,0.06625,0.023701293
203,1526,0.1625,0.02490522
204,1526,0.0,0.025898933
205,1526,0.0,0.028830408999999998
206,1526,0.08,0.07130855
203,1527,0.10500000400000001,0.025636372999999997
204,1527,0.0,0.033473585
205,1527,0.10875,0.053137403
203,1528,0.0875,0.03969518
204,1528,0.0325,0.05315728
203,1529,0.15625,0.0595148
